Athlete ID,Start,Stop,Total Time (s),Moving Time (s),Distance (mi),Elevation Gain (ft),Elevation Loss (ft)
959ec35b520a8165a3913255c5a231cecf8749c05531e87e1166150716a756663081d95fbca38b678be0be9a29b95c9aef7a3924d47f35690b7501b6d280171e,2020-07-17T13:08:59Z,2020-07-17T21:12:57Z,29039.0,25460.0,14.597475741668655,1725.7217847769027,1725.7217847769027
4f929dc8912e9b17e8a9e5be219fe18159e83744694dc2827e2e270ff31160c48fb63fca51b8e4154952b4367a2867b62c22a90d371068dc681a4737042fa637,2020-10-02T18:10:26Z,2020-10-03T00:27:09Z,22602.0,21233.0,14.470945925793366,1371.3910761154855,1371.3910761154855
6aa18bb0220fb4d7d32eee6b5cf91db22d97bcb80b99550f38e6c0e59419564175aec2635cad02739c3159e2d13c6788b8706ad5af7b58fe6bfd1704e045c2b0,2019-07-06T18:40:34Z,2019-07-06T20:14:29Z,8169.0,6807.0,4.621299113179035,944.8818897637794,59.055118110236215
582a44dd6607e2ec95d9560193e9d77f122acde510c7646416feb669fecdb3af400de0439b4d004e23f5894383608c04ed4c92509ab1e9599149bd0daf5ace56,2019-06-01T13:26:25Z,2019-06-01T22:06:55Z,36213.0,31327.0,238.40131134176406,17427.82152230971,18113.517060367452
b54ef1a384a1658a97f0057974b30f35dbc7283311348cb3a4d0e14afb3a4a74c248502ca73c365fc1835e0c9cb6369f062c849dd79e5bd8ab70028b2f3e7861,2019-08-18T15:24:20Z,2019-08-18T16:52:42Z,14643.0,14542.0,9.484609878310664,1184.3832020997374,1213.9107611548554
3c840f6ea4878b99f36c00dbf9a52d65664df7f90b45e1a771289f12dac54052b687ed2e128840d85ab86e846e583a97f18cdfe0dd8f2cdde71f18e93f6f04dd,2020-06-17T19:32:07Z,2020-06-18T01:56:38Z,23072.0,21008.0,15.824335878469736,1929.1338582677163,1932.4146981627296
d0bd0d5b2e23efaa780c0dc7823a49069dfb88b39c53f4a5730045d0f6a69436fdfafac74172460b888510fe66641020ebe687ce893fced10f05aa07bcdf9d86,2020-10-10T15:54:04Z,2020-10-10T22:35:23Z,24079.0,18235.0,14.27609013361966,1499.3438320209973,1499.3438320209973
3e776ea63ae31d640818e50a6475a045fd8d0e336842a46add76428ed307e06a6a087075f9d9f1ba15b6affa35015742b9717ba20a4ecc8a94f6d98efd5b7337,2019-07-25T19:39:04Z,2019-07-26T01:23:25Z,20661.0,18295.0,15.668719677085818,2276.9028871391074,2401.574803149606
e5226dec1f063df8f7d46ff6dfd3751bed39cdbae15ae3df30cfaead246509290031efca27b71c1aa404a7d16b9d09bcecb70cf45f77d51bae8088435c137715,2019-10-03T17:59:23Z,2019-10-03T18:55:15Z,20050.0,19956.0,14.254547194384793,1765.0918635170601,1748.6876640419946
8af4909816fad1b58486fdcf546c3e7e9ce7000d034de5d9679495212236b20cd4366e2fdcbb7d64fb21e7933eda51cd2af23c7a27e3e04fbcd8734ed375781b,2020-07-22T19:52:09Z,2020-07-22T22:01:58Z,7789.0,5878.0,3.8835450966356477,357.6115485564304,770.9973753280839
5902b254a72e5b96488fe4aea50bd0dee876b4187f4196c4b1f8da9577912bee8c88519cee46bd1b7ee631e663bc4c228c63ad48bd0e06558b25c3fabd403204,2020-07-12T15:01:05Z,2020-07-12T17:49:05Z,13315.0,12255.0,7.733604499721626,1371.3910761154855,567.5853018372703
ebb0fc831a3a33497b9c05c7193ee5eb1ef70c6e161fbb5461188ab958487108c2ea6355ac2adb1d215cfe5be74038285eb9b6a15ccf52cb7fb37d74809fccc5,2020-09-01T16:55:56Z,2020-09-01T21:48:51Z,27761.0,23051.0,14.315920027042074,1482.9396325459315,1499.3438320209973
87e37472e505b51305b1fe7b35576ace97dd7beda0557e7a4037fc7ba43d94cb9b577c8a12360af52acde197f1d0d8d7cdff0a9966a4bccc12fb06cc7bea8312,2019-08-12T19:18:13Z,2019-08-12T20:18:19Z,4146.0,3779.0,2.4974958740952835,452.75590551181097,295.2755905511811
a654f3f52948dd48414359e9e13172c2cb9abf769c25d0fba52975c9620514564d1b9d95ead3bb3e9c94fd23652a31ab3a0622f8a45c09790baf3f2f70e6624a,2019-07-25T17:54:11Z,2019-07-25T21:07:11Z,20379.0,18448.0,14.605093752485484,2352.3622047244094,2335.9580052493434
b79ccfff31b61c0ed96dc606ad3ae9bde209cc46a7139ae2e64a9f997813d40a21b5cf1550c9087e27af1e0c9972ed627ac72c6e0b033aaf3803b800c5d19de3,2020-09-06T14:06:18Z,2020-09-06T23:39:44Z,34405.0,30453.0,16.593046607810386,2434.3832020997374,2411.4173228346453
8a09f3b4a08f159c3302ef85e49bf506a641f2c8265287bb4fde502aca61f04d4da977419e445d28097f8b510b3c0a8881234a1ca3580dd5eff6d06b0116d538,2020-09-16T16:42:05Z,2020-09-16T23:22:07Z,24002.0,22724.0,12.242783394973353,1115.4855643044618,1341.8635170603673
d423742ab26b3054cd419ed8b914289fd4d396f00e4568295da82cdb0da9f8be426fce5ea587f543f6fd22c2335a86d0aeb6641e953edfa33afd9765ad94b4ec,2020-07-11T15:55:57Z,2020-07-11T23:34:55Z,27538.0,19695.0,14.448806470213949,1492.782152230971,1492.782152230971
